mileage,make,model,fuel,gear,offerType,price,hp,year
235000,BMW,316,Diesel,Manual,Used,6800,116,2011
92800,Volkswagen,Golf,Gasoline,Manual,Used,6877,122,2011
149300,SEAT,Exeo,Gasoline,Manual,Used,6900,160,2011
96200,Renault,Megane,Gasoline,Manual,Used,6950,110,2011
156000,Peugeot,308,Gasoline,Manual,Used,6950,156,2011
147000,Toyota,Auris,Electric/Gasoline,Automatic,Used,6950,99,2011
91894,Renault,Scenic,Diesel,Manual,Used,6970,131,2011
127500,Opel,Zafira,Gasoline,Manual,Used,6972,116,2011
115000,Mazda,3,Gasoline,Automatic,Used,6980,150,2011
104,Ford,Transit,Diesel,Manual,Used,6990,86,2011
59580,Opel,Meriva,Diesel,Automatic,Used,6990,101,2011
84000,Volkswagen,Golf,Gasoline,Manual,Used,6990,105,2011
427000,Mercedes-Benz,E 250,Diesel,Automatic,Used,6990,204,2011
109000,Chevrolet,Orlando,Gasoline,Manual,Used,6990,141,2011
194020,Audi,A4,Diesel,Manual,Used,6999,120,2011
72000,Volkswagen,Polo,Gasoline,Manual,Used,6999,60,2011
190000,Renault,Espace,Diesel,Manual,Used,6999,150,2011
190000,Renault,Grand Espace,Diesel,Manual,Used,6999,150,2011
85700,Fiat,Sedici,Diesel,Manual,Used,6999,135,2011
82000,Opel,Corsa,Gasoline,Manual,Used,7000,101,2011
44800,Kia,Picanto,Gasoline,Automatic,Used,7850,86,2012
81970,Volkswagen,Golf,Gasoline,Manual,Used,7850,105,2012
24000,Dacia,Duster,Gasoline,Manual,Used,7900,105,2012
193333,Volkswagen,Cross Touran,Diesel,Manual,Used,7900,105,2012
113000,Volkswagen,Beetle,Gasoline,Manual,Used,7900,105,2012
117000,Volkswagen,Golf Cabriolet,Gasoline,Manual,Used,7949,105,2012
299900,BMW,118,Diesel,Manual,Used,7950,143,2012
104250,Opel,Astra,Gasoline,Manual,Used,7950,140,2012
151250,Peugeot,308,Diesel,Manual,Used,7950,163,2012
133500,BMW,118,Diesel,Manual,Used,7980,143,2012
105000,Opel,Astra,Gasoline,Manual,Used,7980,179,2012
114164,Ford,Focus,Gasoline,Manual,Used,7990,125,2012
128000,MINI,One D Countryman,Diesel,Manual,Used,7990,90,2012
150000,BMW,118,Diesel,Manual,Used,7999,143,2012
160000,MINI,Cooper Clubman,Gasoline,Manual,Used,7999,122,2012
165000,Mercedes-Benz,B 180,Diesel,Manual,Used,8000,109,2012
51200,Renault,Scenic,Gasoline,Manual,Used,8000,131,2012
107000,Opel,Insignia,Diesel,Manual,Used,8000,160,2012
130000,MINI,One,Gasoline,Manual,Used,8000,98,2012
214000,BMW,320,Diesel,Automatic,Used,8199,184,2012
73760,Opel,Zafira,Gasoline,Manual,Used,8990,140,2013
113000,Volkswagen,Beetle,Gasoline,Manual,Used,8990,160,2013
108803,Hyundai,iX35,Diesel,Manual,Used,8990,116,2013
7400,Opel,Adam,Gasoline,Manual,Used,8990,101,2013
239211,BMW,520,Diesel,Automatic,Used,8990,184,2013
86980,Ford,B-Max,Gasoline,Manual,Used,8995,120,2013
98000,Volkswagen,Golf Variant,Diesel,Automatic,Used,8999,105,2013
98988,Ford,Transit,Diesel,Manual,Used,8999,101,2013
41124,Opel,Adam,Gasoline,Manual,Used,8999,101,2013
170000,Volkswagen,Touran,Diesel,Manual,Used,8999,140,2013
240000,Kia,Optima,Gasoline,Automatic,Used,9000,150,2013
80500,BMW,114,Gasoline,Manual,Used,9000,102,2013
195327,Ford,Galaxy,Diesel,Manual,Used,9000,140,2013
143316,Volkswagen,Touran,Gasoline,Automatic,Used,9000,140,2013
98100,SEAT,Leon,Gasoline,Manual,Used,9100,122,2013
113000,Audi,A1,Gasoline,Manual,Used,9100,86,2013
94000,Volkswagen,Golf Variant,Diesel,Manual,Used,9200,105,2013
68700,Chevrolet,Trax,Gasoline,Manual,Used,9290,140,2013
169500,Toyota,Verso,Diesel,Manual,Used,9300,126,2013
77000,Volkswagen,Golf Plus,Gasoline,Automatic,Used,9300,122,2013
45600,Ford,Fiesta,Gasoline,Manual,Used,8990,80,2014
230000,Opel,Vivaro,Diesel,Manual,Used,8990,140,2014
99756,Volkswagen,Polo,Gasoline,Manual,Used,8990,105,2014
84600,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8990,143,2014
73000,Hyundai,iX20,Gasoline,Manual,Used,8990,125,2014
133180,Volkswagen,Golf Variant,Diesel,Manual,Used,8990,105,2014
22700,Volkswagen,up!,Gasoline,Manual,Used,8990,60,2014
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8999,105,2014
149786,BMW,116,Gasoline,Manual,Used,8999,136,2014
197500,Volkswagen,Passat Variant,Diesel,Manual,Used,8999,140,2014
57000,Kia,Ceed / cee'd,Gasoline,Manual,Used,9000,99,2014
53286,Skoda,Fabia,Gasoline,Manual,Used,9100,86,2014
84721,Toyota,Yaris,Gasoline,Automatic,Used,9200,101,2014
111000,Audi,A1,Gasoline,Manual,Used,9200,122,2014
87500,SEAT,Ibiza,Diesel,Manual,Used,9290,105,2014
55000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9300,105,2014
77000,Volkswagen,Polo,Gasoline,Manual,Used,9300,90,2014
166000,Volkswagen,Golf Variant,Diesel,Automatic,Used,9400,105,2014
55000,Ford,C-Max,Gasoline,Manual,Used,9450,101,2014
140000,Volkswagen,Golf Variant,Diesel,Automatic,Used,9990,110,2015
160000,Ford,Focus,Diesel,Automatic,Used,9999,120,2015
240000,Audi,A4,Diesel,Manual,Used,9999,190,2015
28238,Opel,Meriva,Gasoline,Manual,Used,10190,140,2015
114327,Opel,Insignia,Diesel,Automatic,Used,10200,131,2015
352000,Peugeot,Boxer,Diesel,Manual,Used,10298,150,2015
80575,Volkswagen,Polo,Diesel,Manual,Used,10299,105,2015
79987,Ford,B-Max,Gasoline,Automatic,Used,10444,105,2015
166554,Skoda,Superb,Diesel,Manual,Used,10490,170,2015
47295,Ford,C-Max,Gasoline,Manual,Used,10490,101,2015
90000,Opel,Insignia,Diesel,Manual,Used,10499,170,2015
76800,Citroen,C4 Cactus,Gasoline,Manual,Used,10580,110,2015
60000,Peugeot,208,Gasoline,Manual,Used,10750,110,2015
9500,Hyundai,iX20,Gasoline,Manual,Used,10750,125,2015
248000,Infiniti,Q70,Diesel,Automatic,Used,10900,170,2015
118000,Volkswagen,Golf,Diesel,Manual,Used,10950,150,2015
87000,Volkswagen,Golf,Gasoline,Manual,Used,10950,110,2015
137000,BMW,316,Diesel,Manual,Used,10950,116,2015
29000,Suzuki,Swift,Gasoline,Manual,Used,8990,94,2016
198000,Volkswagen,Passat Variant,Diesel,Manual,Used,8999,120,2016
192000,SsangYong,Korando,Diesel,Manual,Used,8999,178,2016
15000,Dacia,Sandero,Gasoline,Manual,Used,9000,90,2016
57800,Mazda,2,Gasoline,Manual,Used,9250,90,2016
86900,Ford,B-Max,Gasoline,Manual,Used,9380,101,2016
56617,Volkswagen,up!,Gasoline,Manual,Used,9440,90,2016
70604,Toyota,Yaris,Gasoline,Manual,Used,9490,69,2016
68656,Toyota,Yaris,Gasoline,Manual,Used,9490,69,2016
64783,Toyota,Yaris,Gasoline,Manual,Used,9490,69,2016
146148,Opel,Astra,Diesel,Manual,Used,9495,136,2016
106300,Opel,Astra,Diesel,Manual,Used,9499,160,2016
179200,Volkswagen,Passat Variant,Diesel,Manual,Used,9499,120,2016
63000,Opel,Adam,Gasoline,Manual,Used,9500,87,2016
154494,Peugeot,308,Diesel,Manual,Used,9500,120,2016
72500,Suzuki,Swift,Gasoline,Manual,Used,9650,136,2016
93300,Opel,Astra,Diesel,Manual,Used,9680,110,2016
96999,Opel,Astra,Diesel,Manual,Used,9690,136,2016
39990,Kia,Ceed / cee'd,Gasoline,Manual,Used,9690,101,2016
66106,Audi,A4,Gasoline,Automatic,Used,20990,150,2017
68000,Kia,Sorento,Diesel,Automatic,Used,27928,200,2017
67000,Mercedes-Benz,GLC 220,Diesel,Automatic,Used,34900,170,2017
55000,Audi,A6,Gasoline,Automatic,Used,34905,252,2017
32100,Mercedes-Benz,E 400,Gasoline,Automatic,Used,37931,333,2017
74000,smart,forTwo,Gasoline,Manual,Used,5555,71,2017
31500,SEAT,Mii,Gasoline,Manual,Used,5780,60,2017
62490,SEAT,Mii,Gasoline,Manual,Used,6390,60,2017
100870,Volkswagen,up!,Gasoline,Manual,Used,6445,60,2017
35450,Skoda,Citigo,Gasoline,Manual,Used,6445,60,2017
65635,Volkswagen,up!,Gasoline,Manual,Used,6490,60,2017
83000,Toyota,Aygo,Gasoline,Manual,Used,6500,69,2017
35000,Dacia,Sandero,Gasoline,Manual,Used,6700,90,2017
35093,Volkswagen,up!,Gasoline,Manual,Used,6750,60,2017
66000,Fiat,Punto,Gasoline,Manual,Used,6799,69,2017
61000,Hyundai,i10,Gasoline,Manual,Used,6900,67,2017
118759,Ford,Fiesta,Diesel,Manual,Used,6990,95,2017
31500,smart,forFour,Gasoline,Manual,Used,6999,71,2017
77403,Ford,Fiesta,Diesel,Manual,Used,7090,75,2017
66990,Audi,A6 allroad,Diesel,Automatic,Used,31880,272,2018
73500,Audi,A4 allroad,Diesel,Automatic,Used,31980,163,2018
59990,Audi,A4,Diesel,Automatic,Used,32940,218,2018
79300,Mercedes-Benz,GLC 250,Diesel,Automatic,Used,34775,204,2018
46300,Audi,Q2,Diesel,Automatic,Used,34890,190,2018
54496,Audi,A6,Diesel,Automatic,Used,35480,231,2018
51878,Volkswagen,Tiguan,Diesel,Automatic,Used,35490,239,2018
13400,Cupra,Ateca,Gasoline,Automatic,Demonstration,35990,300,2018
85200,Volkswagen,Amarok,Diesel,Automatic,Used,37700,224,2018
49900,Audi,A6 allroad,Diesel,Automatic,Used,37950,320,2018
39580,Audi,Q5,Diesel,Automatic,Used,39444,190,2018
49394,Audi,Q5,Diesel,Automatic,Used,42480,190,2018
81750,Audi,SQ5,Gasoline,Automatic,Used,42675,354,2018
68900,Audi,Q5,Diesel,Automatic,Used,43900,286,2018
72500,Audi,SQ5,Gasoline,Automatic,Used,44450,354,2018
109590,Audi,Q7,Diesel,Automatic,Used,44850,272,2018
28650,BMW,M2,Gasoline,Automatic,Used,44980,370,2018
93390,Audi,A6,Diesel,Automatic,Used,44984,286,2018
60188,Volvo,XC90,Diesel,Automatic,Used,45990,235,2018
52070,BMW,X3,Diesel,Automatic,Used,46890,265,2018
13710,Ford,Focus,Gasoline,Automatic,Used,26480,150,2019
27949,Audi,A4,Diesel,Automatic,Used,26880,150,2019
22500,Ford,Focus,Gasoline,Automatic,Demonstration,26880,150,2019
57501,BMW,X2,Diesel,Automatic,Used,26970,190,2019
34450,Volkswagen,Tiguan,Diesel,Automatic,Used,26980,150,2019
35950,Volkswagen,T-Roc,Diesel,Automatic,Used,27440,150,2019
12178,Audi,A4,Gasoline,Manual,Used,27440,150,2019
41365,Volkswagen,Passat Variant,Diesel,Automatic,Used,27490,190,2019
31900,Mercedes-Benz,Vito,Diesel,Automatic,Used,27600,163,2019
45700,Audi,A4,Diesel,Automatic,Used,27980,150,2019
9243,SEAT,Ateca,Gasoline,Automatic,Used,28250,150,2019
8650,Ford,Kuga,Diesel,Automatic,Employee's car,28980,179,2019
17615,Skoda,Karoq,Gasoline,Automatic,Demonstration,28990,150,2019
4016,Mercedes-Benz,GLA 250,Gasoline,Automatic,Used,29111,211,2019
9290,Ford,Kuga,Diesel,Automatic,Employee's car,29980,179,2019
8650,Ford,Kuga,Diesel,Automatic,Employee's car,29980,179,2019
22900,SEAT,Alhambra,Gasoline,Automatic,Used,29990,150,2019
2955,Audi,A4,Diesel,Automatic,Used,29994,150,2019
1060,Ford,Transit,Diesel,Manual,Used,30452,131,2019
27500,BMW,320,Diesel,Automatic,Used,30675,190,2019
23490,Audi,A6,Electric/Gasoline,Automatic,Used,59440,367,2020
19000,Audi,Q5,Electric/Gasoline,Automatic,Demonstration,59850,367,2020
31420,Audi,RS Q3,Gasoline,Automatic,Used,59985,400,2020
23402,Audi,TT RS,Gasoline,Automatic,Used,64885,400,2020
3850,Jaguar,F-Type,Gasoline,Automatic,Used,64900,381,2020
11650,Audi,TT RS,Gasoline,Automatic,Used,65890,400,2020
11100,Porsche,Macan,Gasoline,Automatic,Used,65900,245,2020
25300,Volkswagen,Touareg,Diesel,Automatic,Used,66740,286,2020
23490,Audi,SQ5,Diesel,Automatic,Used,66790,347,2020
999,Audi,A7,Electric/Gasoline,Automatic,Used,66890,367,2020
22500,Audi,SQ5,Diesel,Automatic,Demonstration,67840,347,2020
8200,Audi,A7,Diesel,Automatic,Used,69890,286,2020
11700,Audi,RS Q3,Gasoline,Automatic,Used,69890,400,2020
18150,Audi,S5,Diesel,Automatic,Demonstration,69980,347,2020
19950,Volkswagen,T6 California,Diesel,Automatic,Used,70980,150,2020
16800,Audi,Q7,Diesel,Automatic,Used,81890,286,2020
41100,Audi,Q8,Diesel,Automatic,Used,81890,286,2020
29150,Audi,Q8,Gasoline,Automatic,Used,81890,340,2020
28400,Audi,Q8,Diesel,Automatic,Used,83890,286,2020
100,Fiat,Panda,Gasoline,Manual,Pre-registered,10600,69,2021
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10680,69,2021
20,Toyota,Aygo,Gasoline,Manual,Pre-registered,10823,72,2021
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10980,69,2021
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10980,69,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,10997,72,2021
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72,2021
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72,2021
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72,2021
100,Hyundai,i10,Gasoline,Manual,Pre-registered,11499,67,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11790,72,2021
10,Kia,Picanto,Gasoline,Manual,Pre-registered,11950,84,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72,2021
132500,Volkswagen,Golf,Gasoline,Automatic,Used,7800,122,2011
132500,Volkswagen,Golf,Gasoline,Automatic,Used,7800,122,2011
69019,Peugeot,508,Gasoline,Manual,Used,7850,156,2011
123600,Ford,Focus,Gasoline,Manual,Used,7885,150,2011
95963,Opel,Astra,Gasoline,Manual,Used,7900,120,2011
71908,Nissan,Qashqai,Gasoline,Manual,Used,7900,117,2011
93510,Kia,Ceed / cee'd,Gasoline,Manual,Used,7900,90,2011
131322,Volkswagen,Passat Variant,Gasoline,Manual,Used,7900,122,2011
228000,Volkswagen,Passat Variant,Diesel,Manual,Used,7900,170,2011
61999,Honda,Civic,Gasoline,Manual,Used,7949,99,2011
87216,Volkswagen,Golf,Gasoline,Manual,Used,7970,122,2011
120600,Ford,Focus,Gasoline,Manual,Used,7970,150,2011
119850,Volkswagen,Polo,Gasoline,Automatic,Used,7990,86,2011
154500,Volkswagen,Passat Variant,Gasoline,Manual,Used,7990,160,2011
92800,Renault,Megane,Gasoline,Manual,Used,7990,131,2011
118210,Volkswagen,Golf,Gasoline,Manual,Used,7990,160,2011
86000,Opel,Zafira,Gasoline,Manual,Used,7998,116,2011
24170,Toyota,Auris,Gasoline,Automatic,Used,7999,132,2011
188758,Volkswagen,Passat Variant,Diesel,Manual,Used,7999,140,2011
107001,Volkswagen,Passat,Gasoline,Manual,Used,7999,122,2011
81179,Ford,C-Max,Gasoline,Manual,Used,7900,105,2012
98669,Toyota,Yaris,Electric/Gasoline,Automatic,Used,7900,75,2012
86747,Skoda,Fabia,Gasoline,Manual,Used,7900,86,2012
147500,Skoda,Superb,Diesel,Manual,Used,7900,140,2012
140000,Toyota,Avensis,Diesel,Manual,Used,7950,124,2012
89400,Volkswagen,Golf Plus,Gasoline,Manual,Used,7980,122,2012
100000,Skoda,Octavia,Gasoline,Manual,Used,7980,122,2012
14300,Opel,Corsa,Gasoline,Automatic,Used,7990,101,2012
102000,Opel,Astra,Gasoline,Manual,Used,7990,179,2012
93850,Renault,Grand Scenic,Diesel,,Used,7990,110,2012
98600,SEAT,Altea,Gasoline,Automatic,Used,7990,160,2012
123000,Ford,Mondeo,Gasoline,Manual,Used,7990,160,2012
70600,Toyota,Yaris,Gasoline,Automatic,Used,7990,99,2012
35300,Kia,Ceed / cee'd,Gasoline,Manual,Used,7990,99,2012
128000,Volkswagen,Passat,Gasoline,Manual,Used,7990,122,2012
91000,Volkswagen,Jetta,Gasoline,Manual,Used,7990,105,2012
100000,Hyundai,i40,Gasoline,Manual,Used,7999,135,2012
105531,Toyota,Auris,Gasoline,Automatic,Used,7999,99,2012
110405,Volkswagen,Passat Variant,Gasoline,Manual,Used,7999,122,2012
261000,BMW,320,Diesel,Automatic,Used,8000,184,2012
82822,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8500,75,2013
35000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8500,105,2013
148000,Citroen,Grand C4 Picasso,Diesel,Automatic,Used,8500,150,2013
44700,Opel,Adam,Gasoline,Manual,Used,8500,69,2013
77820,Mazda,3,Gasoline,Manual,Used,8550,105,2013
31000,Ford,Focus,Gasoline,Manual,Used,8679,125,2013
46000,Volkswagen,Polo,Gasoline,Manual,Used,8699,69,2013
50000,Ford,B-Max,Gasoline,Manual,Used,8699,101,2013
75800,Peugeot,2008,Gasoline,Manual,Used,8700,82,2013
122450,Suzuki,SX4,Diesel,Manual,Used,8700,135,2013
54689,Opel,Astra,Gasoline,Manual,Used,8740,140,2013
98000,Honda,Civic,Gasoline,Manual,Used,8790,99,2013
55135,Honda,Jazz,Gasoline,Manual,Used,8800,99,2013
53998,Hyundai,i20,Gasoline,Manual,Used,8880,86,2013
76796,Peugeot,2008,Gasoline,Manual,Used,8885,120,2013
84000,Skoda,Yeti,Diesel,Manual,Used,8888,110,2013
48795,Skoda,Roomster,Gasoline,Automatic,Used,8899,105,2013
85320,Opel,Astra,Gasoline,Manual,Used,8900,140,2013
118070,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8900,75,2013
59100,Kia,Venga,Gasoline,Manual,Used,8900,90,2013
85183,Opel,Astra,Gasoline,Manual,Used,8898,140,2014
53795,Volkswagen,up!,Gasoline,Manual,Used,8900,60,2014
74450,Citroen,DS3,Gasoline,Manual,Used,8900,156,2014
167000,Volkswagen,Golf,Diesel,Manual,Used,8950,110,2014
182150,Volkswagen,Golf,Gasoline,Manual,Used,8980,140,2014
68067,Peugeot,308,Gasoline,Manual,Used,8985,125,2014
49252,Ford,Focus,Gasoline,Manual,Used,8990,125,2014
124800,Opel,Meriva,Gasoline,Automatic,Used,8990,140,2014
91784,Ford,B-Max,Gasoline,Manual,Used,8990,101,2014
82500,Renault,Captur,Diesel,Manual,Used,8990,90,2014
98000,Hyundai,i40,Gasoline,Manual,Used,8990,135,2014
34100,Kia,Picanto,Gasoline,Automatic,Used,8990,86,2014
120500,Honda,Civic,-/- (Fuel),Manual,Used,8990,141,2014
27241,Renault,Megane,Diesel,Manual,Used,8990,110,2014
90173,Ford,Focus,Gasoline,Manual,Used,8990,101,2014
54210,Renault,Clio,Gasoline,Automatic,Used,8990,120,2014
123559,Peugeot,2008,Diesel,Automatic,Used,8995,92,2014
81430,Citroen,C4,Gasoline,Automatic,Used,8999,82,2014
73000,SEAT,Leon,Gasoline,Manual,Used,9000,110,2014
56700,Chevrolet,Trax,Gasoline,Manual,Used,9000,140,2014
68220,Skoda,Citigo,Gasoline,Manual,Used,8900,75,2015
62665,Opel,Corsa,Gasoline,Automatic,Used,8950,90,2015
172000,Volkswagen,Passat Variant,Diesel,Manual,Used,8990,120,2015
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8990,86,2015
175488,Ford,Mondeo,Diesel,Manual,Used,8990,120,2015
102690,Dacia,Duster,Gasoline,Manual,Used,8990,125,2015
49249,Renault,Megane,Gasoline,Manual,Used,8990,132,2015
30100,Kia,Rio,Gasoline,Manual,Used,8990,86,2015
69120,Kia,Rio,Diesel,Manual,Used,8990,90,2015
53000,Skoda,Fabia,-/- (Fuel),Manual,Used,8990,110,2015
285000,Skoda,Octavia,Diesel,Automatic,Used,9000,184,2015
98540,Fiat,Scudo,Diesel,Manual,Used,9200,128,2015
87200,Renault,Scenic,Gasoline,Manual,Used,9250,132,2015
20000,smart,forFour,Gasoline,Automatic,Demonstration,9299,71,2015
57596,Nissan,Pulsar,Gasoline,Manual,Used,9440,116,2015
51833,Ford,Focus,Diesel,Manual,Used,9440,95,2015
43693,Peugeot,208,Gasoline,Manual,Used,9450,110,2015
109750,Dacia,Duster,Gasoline,Manual,Used,9450,105,2015
88900,Volkswagen,Caddy,Gasoline,Manual,Used,9450,86,2015
33000,Renault,ZOE,Electric,Automatic,Used,8495,58,2016
36300,Renault,Clio,Gasoline,Manual,Used,8499,90,2016
36300,Renault,Clio,Gasoline,Manual,Used,8499,90,2016
36210,Renault,Clio,Gasoline,Manual,Used,8499,73,2016
101850,Opel,Meriva,Diesel,Manual,Used,8690,95,2016
13832,Citroen,C3,Gasoline,Manual,Used,8690,82,2016
49950,SEAT,Ibiza,Gasoline,Manual,Used,8690,90,2016
98700,Opel,Astra,Diesel,Manual,Used,8770,110,2016
190543,Mercedes-Benz,Citan,Diesel,Manual,Used,8799,90,2016
80000,SEAT,Leon,Diesel,Manual,Used,8800,110,2016
109859,Ford,Fiesta,Gasoline,Manual,Used,8840,125,2016
82000,Skoda,Fabia,Gasoline,Manual,Used,8850,110,2016
68300,Renault,Megane,Diesel,Manual,Used,8850,110,2016
57644,Skoda,Fabia,Gasoline,Manual,Used,8850,90,2016
110412,Opel,Astra,Diesel,Manual,Used,8880,95,2016
34955,Nissan,Micra,Gasoline,Manual,Used,8880,80,2016
149889,Opel,Insignia,Diesel,Automatic,Used,8890,136,2016
138965,Volkswagen,Golf,Diesel,Manual,Used,8890,110,2016
69934,Skoda,Fabia,Diesel,Manual,Used,8890,90,2016
113000,Volkswagen,Golf Variant,Diesel,Manual,Used,8900,110,2016
3070,Hyundai,i10,Gasoline,Manual,Used,7950,67,2017
60300,Peugeot,208,Gasoline,Manual,Used,7950,82,2017
79883,Ford,Fiesta,Gasoline,Manual,Used,7985,101,2017
36955,Nissan,Micra,Gasoline,Manual,Used,7990,80,2017
24162,Hyundai,i10,Gasoline,Manual,Used,7990,67,2017
78588,Skoda,Fabia,Gasoline,Manual,Used,7990,60,2017
63200,Renault,Clio,Gasoline,Manual,Used,7990,90,2017
68753,Nissan,Micra,Gasoline,Manual,Used,7990,80,2017
29731,Toyota,Aygo,Gasoline,Manual,Used,7990,69,2017
29712,Renault,Twingo,Gasoline,Manual,Used,7990,69,2017
45401,Skoda,Citigo,Gasoline,Manual,Used,7990,75,2017
42341,Ford,Ka/Ka+,Gasoline,Manual,Used,7990,69,2017
68360,Toyota,Aygo,Gasoline,Manual,Used,7990,69,2017
28864,Renault,Clio,Gasoline,Manual,Used,7995,73,2017
52753,Lada,Vesta,Gasoline,,Used,8000,106,2017
42000,Mitsubishi,Space Star,Gasoline,Manual,Used,8000,80,2017
46073,Ford,Fiesta,Gasoline,Manual,Used,8090,71,2017
16000,Toyota,Aygo,Gasoline,Manual,Used,8100,69,2017
27547,Fiat,500,Gasoline,Manual,Used,8190,69,2017
28323,Fiat,500,Gasoline,Manual,Used,8190,69,2017
6761,Volkswagen,Caddy,Gasoline,Manual,Used,19490,125,2018
44626,Skoda,Octavia,Gasoline,Manual,Used,19940,179,2018
35000,Honda,Civic,Gasoline,Manual,Used,19950,182,2018
23100,Mitsubishi,Eclipse Cross,Gasoline,Manual,Used,21490,163,2018
29658,Opel,Grandland X,Diesel,Automatic,Used,21680,120,2018
86886,Volkswagen,Passat Variant,Diesel,Automatic,Used,24869,239,2018
47000,Jaguar,XF,Gasoline,Automatic,Used,24950,200,2018
37076,Skoda,Octavia,Gasoline,Automatic,Used,27890,245,2018
51136,Volkswagen,Touareg,Diesel,Automatic,Used,28780,204,2018
32900,Volkswagen,Passat Alltrack,Diesel,Automatic,Used,29990,190,2018
26890,Audi,A7,Diesel,Automatic,Used,41830,326,2018
62302,Dacia,Sandero,Gasoline,Manual,Used,4700,73,2018
3500,Others,,Electric,Manual,Used,5500,38,2018
84000,Fiat,Punto,Gasoline,Manual,Used,5990,69,2018
17896,Mitsubishi,Space Star,Gasoline,Manual,Used,6490,71,2018
78000,Volkswagen,up!,Gasoline,Manual,Used,6490,60,2018
191533,Opel,Combo,Diesel,Manual,Used,6722,105,2018
84800,Skoda,Citigo,Gasoline,Manual,Used,6850,60,2018
62608,Volkswagen,up!,Gasoline,Manual,Used,6930,60,2018
8100,Mercedes-Benz,E 300,Electric/Diesel,Automatic,Demonstration,45890,194,2019
50307,Audi,Q5,Diesel,Automatic,Used,45950,231,2019
26493,Mercedes-Benz,E 450,Gasoline,Automatic,Used,46777,367,2019
70500,Lexus,RX 450h,Electric/Gasoline,Automatic,Used,47490,313,2019
14584,Audi,A6,Gasoline,Automatic,Used,48860,245,2019
60548,Mercedes-Benz,E 400,Diesel,Automatic,Used,48977,340,2019
7441,Volvo,XC60,Diesel,Automatic,Demonstration,49990,190,2019
34444,Audi,RS3,Gasoline,Automatic,Used,51980,400,2019
24350,Volkswagen,Touareg,Diesel,Automatic,Used,56450,286,2019
15690,Volkswagen,Touareg,Diesel,Automatic,Employee's car,61950,286,2019
2300,Volvo,XC60,Electric/Gasoline,Automatic,Demonstration,64800,392,2019
12100,Mercedes-Benz,CLS 350,Diesel,Automatic,Used,66890,286,2019
28744,Volkswagen,T6 California,Diesel,Automatic,Used,74990,199,2019
14500,Volkswagen,T6 California,Diesel,Automatic,Used,77905,199,2019
8770,Jaguar,F-Pace,Gasoline,Automatic,Used,79980,551,2019
23864,Ford,Fiesta,Gasoline,Manual,Employee's car,12970,95,2020
25885,Ford,Fiesta,Gasoline,Manual,Employee's car,12980,95,2020
5,Renault,Clio,Gasoline,Manual,Pre-registered,12995,101,2020
19990,Ford,Fiesta,Gasoline,Manual,Employee's car,13330,95,2020
2438,SEAT,Ibiza,Gasoline,Manual,Demonstration,13950,80,2020
50,SEAT,Arona,Gasoline,Manual,Pre-registered,14490,95,2020
18805,Ford,EcoSport,Gasoline,Manual,Employee's car,14990,101,2020
9990,Ford,EcoSport,Gasoline,Manual,Employee's car,15490,101,2020
18365,Ford,EcoSport,Gasoline,Manual,Employee's car,15790,101,2020
23560,Ford,Fiesta,Gasoline,Manual,Employee's car,15880,125,2020
9990,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,15970,125,2020
6315,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,16450,125,2020
4246,Mazda,2,Gasoline,Manual,Demonstration,16880,90,2020
11570,Ford,Focus,Diesel,Manual,Employee's car,19390,150,2020
7360,Ford,Focus,Diesel,Manual,Employee's car,19790,150,2020
5050,Ford,Focus,Diesel,Manual,Employee's car,19970,150,2020
8125,Ford,Focus,Diesel,Manual,Employee's car,19990,150,2020
50,Ford,Puma,Gasoline,Manual,Pre-registered,19990,125,2020
5050,Ford,Focus,Diesel,Manual,Employee's car,20385,150,2020
135000,smart,forTwo,Diesel,Automatic,Used,3940,54,2011
